CaseNo,img_section A,img_section B,img_section C,img_section D,img_section E,img_section F,img_section G,img_section H,cost,CO2,install_duration
102,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,680790436.46,191.10580000000002,363.03740000000005
103,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,690777261.03,188.74400000000003,347.9286
104,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,693635332.4,187.85080000000002,349.02200000000005
105,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,682690450.1000001,190.512,363.76430000000005
106,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,692677274.6700001,188.1502,348.6555
107,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,695535346.0400001,187.257,349.74890000000005
108,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,675493412.31,193.1089,373.52289999999994
109,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,685480236.88,190.74710000000002,358.41409999999996
110,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,688338308.25,189.8539,359.50749999999994
111,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,682132540.75,191.5388,363.4787
112,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,692119365.32,189.17700000000002,348.3699
113,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,694977436.69,188.2838,349.4633
114,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,684032554.3900001,190.945,364.2056
115,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,694019378.96,188.5832,349.0968
116,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,696877450.33,187.69,350.1902
117,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,676019144.53,193.2981,373.8958
118,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,686005969.1,190.93630000000002,358.787
119,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,688864040.47,190.0431,359.8804
120,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,682658272.97,191.728,363.85159999999996
121,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,692645097.54,189.36620000000002,348.7428
122,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,695503168.91,188.473,349.83619999999996
123,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,684558286.6100001,191.1342,364.57849999999996
124,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,694545111.1800001,188.7724,349.4697
125,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,697403182.5500001,187.8792,350.56309999999996
126,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,677308734.6600001,193.4327,374.2097
127,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,687295559.23,191.07090000000002,359.10089999999997
128,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,690153630.6,190.17770000000002,360.1943
129,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,683947863.0999999,191.86260000000001,364.16549999999995
130,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,693934687.67,189.50080000000003,349.0567
131,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,696792759.04,188.60760000000002,350.15009999999995
132,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,685847876.74,191.2688,364.89239999999995
133,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,695834701.31,188.907,349.7836
134,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,698692772.68,188.0138,350.87699999999995
135,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,677784681.28,190.8135,362.61609999999996
136,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,687771505.85,188.45170000000002,347.5073
137,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,690629577.22,187.5585,348.60069999999996
138,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,684423809.72,189.2434,352.5719
139,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,694410634.29,186.88160000000002,337.4631
140,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,697268705.66,185.9884,338.5565
141,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,686323823.3600001,188.6496,353.2988
142,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,696310647.9300001,186.2878,338.19
143,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,699168719.3000001,185.3946,339.28340000000003
144,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,678310413.5,191.0027,362.98900000000003
145,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,688297238.0699999,188.64090000000002,347.8802
146,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,691155309.4399999,187.7477,348.97360000000003
147,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,684949541.94,189.4326,352.9448
148,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,694936366.51,187.07080000000002,337.836
149,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,697794437.88,186.1776,338.9294
150,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,686849555.5799999,188.8388,353.6717
151,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,696836380.15,186.477,338.5629
152,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,699694451.52,185.5838,339.6563
153,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,679600003.6299999,191.1373,363.3029
154,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,689586828.1999999,188.77550000000002,348.1941
155,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,692444899.5699999,187.88230000000001,349.2875
156,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,686239132.0699999,189.5672,353.2587
157,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,696225956.64,187.20540000000003,338.1499
158,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,699084028.01,186.31220000000002,339.2433
159,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,688139145.71,188.9734,353.9856
160,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,698125970.28,186.6116,338.8768
161,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,700984041.65,185.7184,339.9702
162,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,673371800.22,192.5109,372.7836
163,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,683358624.7900001,190.1491,357.67479999999995
164,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,686216696.1600001,189.2559,358.7682
165,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,680010928.6600001,190.9408,362.73939999999993
166,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,689997753.23,188.579,347.63059999999996
167,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,692855824.6,187.6858,348.72399999999993
168,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,681910942.3000002,190.34699999999998,363.46629999999993
169,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,691897766.8700001,187.9852,348.35749999999996
170,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,694755838.2400001,187.09199999999998,349.45089999999993
171,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,673897532.44,192.7001,373.15649999999994
172,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,683884357.01,190.3383,358.04769999999996
173,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,686742428.38,189.4451,359.14109999999994
174,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,680536660.8800001,191.13,363.1123
175,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,690523485.45,188.7682,348.0035
176,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,693381556.82,187.875,349.0969
177,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,682436674.52,190.53619999999998,363.8392
178,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,692423499.09,188.1744,348.7304
179,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,695281570.46,187.28119999999998,349.8238
180,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,675187122.5699999,192.8347,373.4703999999999
181,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,685173947.14,190.4729,358.36159999999995
182,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,688032018.51,189.5797,359.4549999999999
183,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,681826251.01,191.2646,363.4262
184,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,691813075.58,188.9028,348.31739999999996
185,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,694671146.95,188.0096,349.4108
186,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,683726264.6500001,190.67079999999999,364.1531
187,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,693713089.22,188.309,349.04429999999996
188,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,696571160.59,187.4158,350.1377
189,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,676529226.8600001,193.2677,373.9117
190,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,686516051.4300001,190.9059,358.80289999999997
191,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,689374122.8000001,190.0127,359.8963
192,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,683168355.3,191.6976,363.86749999999995
193,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,693155179.87,189.3358,348.7587
194,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,696013251.24,188.4426,349.85209999999995
195,section A.CRM.7.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,685068368.94,191.10379999999998,364.59439999999995
